Lokasi,Titik Koordinat,Kondisi,Jenis PJU,Jenis Tiang,Jenis Lampu,Latitude,Longitude,Kondisi_Biner,geometry,index_right,Kecamatan_Final
Tenjo Tenjolaya Sindang asih Cikatomas,-7.5618373 108.3279308,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.5618373,108.3279308,0,POINT (108.3279308 -7.5618373),4.0,Cikatomas
Sukajadi Lengkongbarang Cikatomas,-7.575927 108.272252,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.575927,108.272252,0,POINT (108.272252 -7.575927),4.0,Cikatomas
Pju baru mekar Sindang asih Cikatomas,-7.5711875 108.3097961,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.5711875,108.3097961,0,POINT (108.3097961 -7.5711875),4.0,Cikatomas
Palawija Tanjungbarang Cikatomas,-7.558807 108.253377,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.558807,108.253377,0,POINT (108.253377 -7.558807),4.0,Cikatomas
Cijaksi Tanjungbarang Cikatomas,-7.560587 108.258372,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.560587,108.258372,0,POINT (108.258372 -7.560587),4.0,Cikatomas
Cijaksi Tanjungbarang Cikatomas,-7.567477 108.266311,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.567477,108.266311,0,POINT (108.266311 -7.567477),4.0,Cikatomas
Cijaksi Tanjungbarang Cikatomas,-7.563853 108.260195,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.563853,108.260195,0,POINT (108.260195 -7.563853),4.0,Cikatomas
Cikembang Lengkongbarang Cikatomas,-7.573206 108.281485,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.573206,108.281485,0,POINT (108.281485 -7.573206),4.0,Cikatomas
Depan desa cikembang Lengkongbarang Cikatomas,-7.573206 108.281485,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.573206,108.281485,0,POINT (108.281485 -7.573206),4.0,Cikatomas
Cikembang Cayur Cikatomas,-7.568232 108.282718,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.568232,108.282718,0,POINT (108.282718 -7.568232),4.0,Cikatomas
Kapek cikondang Gunung sari Cikatomas,-7.678702 108.220869,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.678702,108.220869,0,POINT (108.220869 -7.678702),4.0,Cikatomas
Gn goong Gunungsari Cikatomas,-7.676149 108.217857,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.676149,108.217857,0,POINT (108.217857 -7.676149),4.0,Cikatomas
Gunung goong Gunungsari Cikatomas,-7.675517 108.217643,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.675517,108.217643,0,POINT (108.217643 -7.675517),4.0,Cikatomas
Gunung goong Gunung sari Cikatomas,-7.674898 108.217875,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.674898,108.217875,0,POINT (108.217875 -7.674898),4.0,Cikatomas
Gn goong Gunung sari Cikatomas,-7.670008 108.215930,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.670008,108.21593,0,POINT (108.21593 -7.670008),4.0,Cikatomas
Cikondang gunung sari Gunung sari Cikatomas,-7.681269 108.226162,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.681269,108.226162,0,POINT (108.226162 -7.681269),4.0,Cikatomas
Cikondang hilir Gunung sari Cikatomas,-7.681142 108.225654,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.681142,108.225654,0,POINT (108.225654 -7.681142),4.0,Cikatomas
Gunung sari Gunung sari Cikatomas,-7.680421 108.198527,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.680421,108.198527,0,POINT (108.198527 -7.680421),4.0,Cikatomas
Cikatomas Cogreg Cikatomas,-7.617643 108.272621,Baik,PJU Konvensional,Tiang Tunggal,LED,-7.617643,108.272621,0,POINT (108.272621 -7.617643),4.0,Cikatomas
Pangapekan Cogreg Cikatomas,-7.627823 108.295822,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.627823,108.295822,0,POINT (108.295822 -7.627823),4.0,Cikatomas
Pangapekan Cogreg Cikatomas,-7.627375 108.301200,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.627375,108.3012,0,POINT (108.3012 -7.627375),4.0,Cikatomas
Depan pst.attoriyyah Pakemitan Cikatomas,-7.625666 108.259849,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.625666,108.259849,0,POINT (108.259849 -7.625666),4.0,Cikatomas
Dpn pst.attohiriyyah Pakemitan Cikatomas,-7.625666 108.259849,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.625666,108.259849,0,POINT (108.259849 -7.625666),4.0,Cikatomas
Pakemitan 1 Pakemitan Cikatomas,-7.623688 108.258388,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.623688,108.258388,0,POINT (108.258388 -7.623688),4.0,Cikatomas
Pakemitan Pakemitan Cikatomas,-7.620940 108.257702,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.62094,108.257702,0,POINT (108.257702 -7.62094),4.0,Cikatomas
Pakemitan Pakemitan Cikatomas,-7.620940 108.257702,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.62094,108.257702,0,POINT (108.257702 -7.62094),4.0,Cikatomas
Pakemitan 2 Pakemitan Cikatomas,-7.613465 108.260689,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.613465,108.260689,0,POINT (108.260689 -7.613465),4.0,Cikatomas
Pakemitan 2 Pakemutan Cikatomas,-7.615143 108.260859,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.615143,108.260859,0,POINT (108.260859 -7.615143),4.0,Cikatomas
Sukarasa Cilumba Cikatomas,-7.680239 108.260750,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.680239,108.26075,0,POINT (108.26075 -7.680239),4.0,Cikatomas
Sukarasa Cilumba Cikatomas,-7.679023 108.264361,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.679023,108.264361,0,POINT (108.264361 -7.679023),4.0,Cikatomas
Cisepet Cayur Cikatomas,-7.572802 108.290224,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.572802,108.290224,0,POINT (108.290224 -7.572802),4.0,Cikatomas
Sinagar Sindang asih Cikatomas,-7.568938 108.303168,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.568938,108.303168,0,POINT (108.303168 -7.568938),4.0,Cikatomas
Parunggolong Lengkongbarang Cikatomas,-7.592749 108.273770,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.592749,108.27377,0,POINT (108.27377 -7.592749),4.0,Cikatomas
Simpang 3 panosogan Ginungsari Cikatomas,-7.677990 108.189685,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.67799,108.189685,0,POINT (108.189685 -7.67799),4.0,Cikatomas
CINEAM CINEAM CINEAM,-7.44602 108.40567,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.44602,108.40567,0,POINT (108.40567 -7.44602),20.0,Karang Jaya
Sukajaya Sirnajaya CINEAM,-7.44586 108.40553,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.44586,108.40553,0,POINT (108.40553 -7.44586),20.0,Karang Jaya
Sukajaya Sirnajaya CINEAM,-7.44803 108.41061,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.44803,108.41061,0,POINT (108.41061 -7.44803),20.0,Karang Jaya
Halaman kantor DS SIRNAJAYA Sirnajaya CINEAM,-7.44811 108.40822,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.44811,108.40822,0,POINT (108.40822 -7.44811),20.0,Karang Jaya
Cibenter Sirnajaya CINEAM,-7.45665 108.41247,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.45665,108.41247,0,POINT (108.41247 -7.45665),20.0,Karang Jaya
SUKARAPIH KARANGJAYA Karangjaya CINEAM,-7.43878 108.39456,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.43878,108.39456,0,POINT (108.39456 -7.43878),20.0,Karang Jaya
SUKARAPIH KARANGJAYA Karangjaya CINEAM,-7.43887 108.39456,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.43887,108.39456,0,POINT (108.39456 -7.43887),20.0,Karang Jaya
Sukarapih karangjaya Karangjaya CINEAM,-7.43513 108.39314,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.43513,108.39314,0,POINT (108.39314 -7.43513),20.0,Karang Jaya
Pacar gantung Karangjaya CINEAM,-7.4333 108.39123,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.4333,108.39123,0,POINT (108.39123 -7.4333),20.0,Karang Jaya
Depan smkn karangjaya kp suka Karangjaya CINEAM,-7.4333 108.39123,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.4333,108.39123,0,POINT (108.39123 -7.4333),20.0,Karang Jaya
Pananjung Karangjaya CINEAM,-7.43075 108.38912,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.43075,108.38912,0,POINT (108.38912 -7.43075),20.0,Karang Jaya
PANANJUNG KARANG JAYA CINEAM,-7.43075 108.38912,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.43075,108.38912,0,POINT (108.38912 -7.43075),20.0,Karang Jaya
DESA MEKARSARI CINEAM,-7.41282 108.38688,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.41282,108.38688,0,POINT (108.38688 -7.41282),19.0,Cineam
NAGRATENGAH MEKARSARI CINEAM,-7.41283 108.38689,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.41283,108.38689,0,POINT (108.38689 -7.41283),19.0,Cineam
Ciwarulang Nagara tengah CINEAM,-7.412638 108.390931,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.412638,108.390931,0,POINT (108.390931 -7.412638),19.0,Cineam
Kp ciwarulang Nagaratengah CINEAM,-7.412943 108.387986,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.412943,108.387986,0,POINT (108.387986 -7.412943),19.0,Cineam
GELOR Ciampanan CINEAM,-7.39437 108.39055,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.39437,108.39055,0,POINT (108.39055 -7.39437),19.0,Cineam
Sindangrasa Ciampanan CINEAM,-7.395163 108.385440,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.395163,108.38544,0,POINT (108.38544 -7.395163),19.0,Cineam
Sindangrasa Ciampanan CINEAM,-7.397975 108.380805,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.397975,108.380805,0,POINT (108.380805 -7.397975),19.0,Cineam
MARGAMULYA MARGAMULYA CINEAM,-7.41548 108.34714,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.41548,108.34714,0,POINT (108.34714 -7.41548),19.0,Cineam
SINDANGSARI CIJULANG CINEAM,-7.40002 108.36771,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.40002,108.36771,0,POINT (108.36771 -7.40002),19.0,Cineam
CIRIRI CIJULANG CINEAM,-7.40724 108.35916,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.40724,108.35916,0,POINT (108.35916 -7.40724),19.0,Cineam
CIRIRI CIJULANG CINEAM,-7.40939 108.35956,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.40939,108.35956,0,POINT (108.35956 -7.40939),19.0,Cineam
CIRIRI CIJULANG CINEAM,-7.40921 108.35962,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.40921,108.35962,0,POINT (108.35962 -7.40921),19.0,Cineam
RAHAYU RAHAYU CINEAM,-7.40279 108.34885,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.40279,108.34885,0,POINT (108.34885 -7.40279),19.0,Cineam
MULYAMEKAR MULYAMEKAR CINEAM,-7.40479 108.34836,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.40479,108.34836,0,POINT (108.34836 -7.40479),19.0,Cineam
Kp sukaharja Madiasari CINEAM,-7.384550 108.347669,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.38455,108.347669,0,POINT (108.347669 -7.38455),19.0,Cineam
CIBULUH CIBULUH CINEAM,-7.40024 108.35077,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.40024,108.35077,0,POINT (108.35077 -7.40024),19.0,Cineam
SIRNASARI KAPUTIHAN MADIASAR CINEAM,-7.3886 108.34892,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.3886,108.34892,0,POINT (108.34892 -7.3886),19.0,Cineam
SUKAHARJA MADIASARI CINEAM,-7.3859 108.35064,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.3859,108.35064,0,POINT (108.35064 -7.3859),19.0,Cineam
Masjid al iklas 22/08 Madiasari CINEAM,-7.378914 108.347835,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.378914,108.347835,0,POINT (108.347835 -7.378914),19.0,Cineam
Bojongnangka Bojongnangka CINEAM,-7.37164 108.3543,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.37164,108.3543,0,POINT (108.3543 -7.37164),21.0,Manonjaya
Dsn tambang dora Rajadatu CINEAM,-7.378609 108.397176,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.378609,108.397176,0,POINT (108.397176 -7.378609),19.0,Cineam
Cipta rasa Rajadatu CINEAM,-7.378735 108.394752,Baik,PJU Konvensional,Tiang Tunggal,LED,-7.378735,108.394752,0,POINT (108.394752 -7.378735),19.0,Cineam
Kp tambangdora Rajadatu CINEAM,-7.378482 108.397201,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.378482,108.397201,0,POINT (108.397201 -7.378482),19.0,Cineam
Simp 3 kp jagabaya Rajadatu CINEAM,-7.385380 108.385993,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.38538,108.385993,0,POINT (108.385993 -7.38538),19.0,Cineam
Jagabaya Rajadatu CINEAM,-7.386061 108.385434,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.386061,108.385434,0,POINT (108.385434 -7.386061),19.0,Cineam
Ciampanan Ciampanan CINEAM,-7.396236 108.376971,Baik,PJU Konvensional,Tiang Tunggal,LED,-7.396236,108.376971,0,POINT (108.376971 -7.396236),19.0,Cineam
Ciampanan Ciampanan CINEAM,-7.394127 108.375710,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.394127,108.37571,0,POINT (108.37571 -7.394127),19.0,Cineam
Dpn sd padawening Ciampanan CINEAM,-7.393874 108.374126,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.393874,108.374126,0,POINT (108.374126 -7.393874),19.0,Cineam
Depan masjid toriqul huda Cidolog CINEAM,-7.37662 108.36913,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.37662,108.36913,0,POINT (108.36913 -7.37662),19.0,Cineam
PEREMPATAN GARUNGAN SINDANGGAL Sindanggal CINEAM,-7.3767 108.36917,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.3767,108.36917,0,POINT (108.36917 -7.3767),19.0,Cineam
Garunggang Rajadatu CINEAM,-7.38258 108.37002,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.38258,108.37002,0,POINT (108.37002 -7.38258),19.0,Cineam
Rajadatu Rajadatu CINEAM,-7.38256 108.37008,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.38256,108.37008,0,POINT (108.37008 -7.38256),19.0,Cineam
LAPANGAN ANGGAMALANG MADIASARI Madiasari CINEAM,-7.37824 108.35398,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.37824,108.35398,0,POINT (108.35398 -7.37824),19.0,Cineam
RAYA CINEAM DARMASARI MADIASARI CINEAM,-7.37842 108.35414,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.37842,108.35414,0,POINT (108.35414 -7.37842),19.0,Cineam
Cikanyere Cidolog CINEAM,-7.37895 108.35709,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.37895,108.35709,0,POINT (108.35709 -7.37895),19.0,Cineam
CIAMPANAN CINEAM CINEAM,-7.39068 108.36038,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.39068,108.36038,0,POINT (108.36038 -7.39068),19.0,Cineam
Budi sartika Ciampanan CINEAM,-7.389222 108.361194,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.389222,108.361194,0,POINT (108.361194 -7.389222),19.0,Cineam
CIKONDANG CIKONDANG CINEAM,-7.3912 108.35614,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.3912,108.35614,0,POINT (108.35614 -7.3912),19.0,Cineam
SUKAHURIP CINEAM CINEAM,-7.39177 108.35596,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.39177,108.35596,0,POINT (108.35596 -7.39177),19.0,Cineam
PASAR CINEAM CINEAM CINEAM,-7.38945 108.35751,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.38945,108.35751,0,POINT (108.35751 -7.38945),19.0,Cineam
CINEAM CINEAM CINEAM,-7.38977 108.35742,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.38977,108.35742,0,POINT (108.35742 -7.38977),19.0,Cineam
CINEAM CINEAM CINEAM,-7.38981 108.3575,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.38981,108.3575,0,POINT (108.3575 -7.38981),19.0,Cineam
BBKN CIAMPANAN CIAMPANAN CINEAM,-7.38928 108.35817,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.38928,108.35817,0,POINT (108.35817 -7.38928),19.0,Cineam
RAHAYU RAHAYU CINEAM,-7.3871 108.35542,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.3871,108.35542,0,POINT (108.35542 -7.3871),19.0,Cineam
CILUNCAT MADIASARI CINEAM,-7.3887 108.35568,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.3887,108.35568,0,POINT (108.35568 -7.3887),19.0,Cineam
JLN RAYA CINEAM CINEAM CINEAM,-7.38751 108.3556,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.38751,108.3556,0,POINT (108.3556 -7.38751),19.0,Cineam
KOMPLEK KANTOR POLISI CINEAM CINEAM,-7.38883 108.35648,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.38883,108.35648,0,POINT (108.35648 -7.38883),19.0,Cineam
JLN CILAMATA CINEAM CINEAM,-7.38885 108.35643,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.38885,108.35643,0,POINT (108.35643 -7.38885),19.0,Cineam
Cigandawesi Tobongjaya Cipatujah,-7.636867 108.084698,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.636867,108.084698,0,POINT (108.084698 -7.636867),0.0,Cipatujah
JL.raya cibeureum Tobongjaya Cipatujah,-7.640145 108.087458,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.640145,108.087458,0,POINT (108.087458 -7.640145),0.0,Cipatujah
"Cibungur,tobongjaya Tobongjaya Cipatujah",-7.641244 108.087723,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.641244,108.087723,0,POINT (108.087723 -7.641244),0.0,Cipatujah
Ciawitali Tobongjaya Cipatujah,-7.648642 108.080151,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.648642,108.080151,0,POINT (108.080151 -7.648642),0.0,Cipatujah
Ciawitali Tobongjaya Cipatujah,-7.647571 108.081625,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.647571,108.081625,0,POINT (108.081625 -7.647571),0.0,Cipatujah
Jl ci patujah Tobong jaya Cipatujah,-7.6371994 108.0882242,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.6371994,108.0882242,0,POINT (108.0882242 -7.6371994),0.0,Cipatujah
Jl ci patujah Tobong jaya Cipatujah,-7.6403922 108.0874577,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.6403922,108.0874577,0,POINT (108.0874577 -7.6403922),0.0,Cipatujah
Jl ci patujah Bantar kalong Bantar kalong Cipatujah,-7.6632431 108.0777334,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.6632431,108.0777334,0,POINT (108.0777334 -7.6632431),0.0,Cipatujah
Cisereh Darawati Cipatujah,-7.669641 108.061052,Baik,PJU Konvensional,Tiang Tunggal,LED,-7.669641,108.061052,0,POINT (108.061052 -7.669641),0.0,Cipatujah
Jl ci patujah Bantar kalong Cipatujah,-7.6641396 108.0771161,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.6641396,108.0771161,0,POINT (108.0771161 -7.6641396),0.0,Cipatujah
Cicadas Darawati Cipatujah,-7.674749 108.059443,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.674749,108.059443,0,POINT (108.059443 -7.674749),0.0,Cipatujah
Jl ci patujah Bantar kalong Bantar kalong Cipatujah,-7.6656721 108.0752865,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.6656721,108.0752865,0,POINT (108.0752865 -7.6656721),0.0,Cipatujah
Jl Cipatujah kacong Bantar kalong Cipatujah,-7.6649883 108.0753120,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.6649883,108.075312,0,POINT (108.075312 -7.6649883),0.0,Cipatujah
Deskot Darawati Cipatujah,-7.676445 108.053956,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.676445,108.053956,0,POINT (108.053956 -7.676445),0.0,Cipatujah
Darawati Darawati Cipatujah,-7.677162 108.053603,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.677162,108.053603,0,POINT (108.053603 -7.677162),0.0,Cipatujah
Jl Cipatujah Bantar kalong Bantar kalong Cipatujah,-7.6682635 108.0739387,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.6682635,108.0739387,0,POINT (108.0739387 -7.6682635),0.0,Cipatujah
Cicadas Darawati Cipatujah,-7.674320 108.060404,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.67432,108.060404,0,POINT (108.060404 -7.67432),0.0,Cipatujah
Darawati Darawati Cipatujah,-7.677675 108.053368,Baik,PJU Konvensional,Tiang Tunggal,LED,-7.677675,108.053368,0,POINT (108.053368 -7.677675),0.0,Cipatujah
Jl Cipatujah Bantar kalong Bantar kalong Cipatujah,-7.6682934 108.0747320,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.6682934,108.074732,0,POINT (108.074732 -7.6682934),0.0,Cipatujah
Darawati Darawati Cipatujah,-7.681610 108.051662,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.68161,108.051662,0,POINT (108.051662 -7.68161),0.0,Cipatujah
Jl Cipatujah Bantar kalong Bantar kalong Cipatujah,-7.6688656 108.0729969,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.6688656,108.0729969,0,POINT (108.0729969 -7.6688656),0.0,Cipatujah
Darawati Darawati Cipatujah,-7.682490 108.050598,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.68249,108.050598,0,POINT (108.050598 -7.68249),0.0,Cipatujah
Cibungur Darawati Cipatujah,-7.676089 108.057855,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.676089,108.057855,0,POINT (108.057855 -7.676089),0.0,Cipatujah
Cipurut Darawati Cipatujah,-7.683556 108.051242,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.683556,108.051242,0,POINT (108.051242 -7.683556),0.0,Cipatujah
Sukahurip Darawati Cipatujah,-7.675422 108.055050,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.675422,108.05505,0,POINT (108.05505 -7.675422),0.0,Cipatujah
cikatulampa Padawaras Cipatujah,-7.692204 108.047087,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.692204,108.047087,0,POINT (108.047087 -7.692204),0.0,Cipatujah
Padawaras Padawaras Cipatujah,-7.686067 108.041332,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.686067,108.041332,0,POINT (108.041332 -7.686067),0.0,Cipatujah
Jl Cipatujah Darawati Cipatujah,-7.6894251 108.0447637,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.6894251,108.0447637,0,POINT (108.0447637 -7.6894251),0.0,Cipatujah
Jl Cipatujah Pandawaras Cipatujah,-7.6922467 108.0471592,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.6922467,108.0471592,0,POINT (108.0471592 -7.6922467),0.0,Cipatujah
Jl Cipatujah Darawati Cipatujah,-7.6924128 108.0462761,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.6924128,108.0462761,0,POINT (108.0462761 -7.6924128),0.0,Cipatujah
Jl Cipatujah Neglasari Cipatujah,-7.6653239 108.0468078,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.6653239,108.0468078,0,POINT (108.0468078 -7.6653239),0.0,Cipatujah
Mesjid nursyamsyah Neglasari Cipatujah,-7.655728 108.048040,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.655728,108.04804,0,POINT (108.04804 -7.655728),0.0,Cipatujah
Jl Cipatujah Neglasari Cipatujah,-7.6620064 108.0469161,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.6620064,108.0469161,0,POINT (108.0469161 -7.6620064),0.0,Cipatujah
