No;Lokasi;Kecamatan_Baru;Titik Koordinat;Lokasi Pemasangan;Kondisi;Jenis PJU;Jenis Tiang;Jenis Lampu
5136;Jln raya perjuangan Kurniabakti Ciawi;Tidak Diketahui;-7.14225904 108.14601885;;Baik;PJU Konvensional;Tiang Stang;SON T
5137;Jln raya perjuangan Kurniabakti Ciawi;Tidak Diketahui;-7.14210468 108.14627468;;Baik;PJU Konvensional;Tiang Stang;SON T
5138;Jln raya perjuangan Kurniabakti Ciawi;Tidak Diketahui;-7.14182309 108.14678228;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5139;Jln raya perjuangan Kurniabakti Ciawi;Tidak Diketahui;-7.1423713 108.14718953;;Baik;PJU Konvensional;Tiang Stang;SON T
5140;Jln rancakuya Sukamantri Ciawi;Tidak Diketahui;-7.14240459 108.14793661;;Rusak Ringan;PJU Konvensional;Tiang Tunggal;SON T
5141;Jln raya perjuangan Sukamantri Ciawi;Tidak Diketahui;-7.143028 108.14806498;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5142;Jln raya perjuangan Sukamantri Ciawi;Tidak Diketahui;-7.14360297 108.14790069;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5143;Jln raya perjuangan Sukamantri Ciawi;Tidak Diketahui;-7.14342964 108.1480609;;Baik;PJU Konvensional;Tiang Stang;SON T
5144;Jln raya perjuangan Kurniabakti Ciawi;Tidak Diketahui;-7.14360248 108.1478743;;Baik;PJU Konvensional;Tiang Stang;SON T
5145;Jln raya perjuangan Kurniabakti Ciawi;Tidak Diketahui;-7.14313789 108.14751297;;Baik;PJU Konvensional;Tiang Stang;SON T
5146;Jln raya perjuangan Kurniabakti Ciawi;Tidak Diketahui;-7.14266606 108.14731851;;Baik;PJU Konvensional;Tiang Stang;SON T
5147;Jln nasional III Pakemitankidul Ciawi;Tidak Diketahui;-7.16683339 108.15810925;;Rusak Ringan;PJU Konvensional;Tiang Tunggal;SON T
5148;Jln sukaresmi Pakemitankidul Ciawi;Tidak Diketahui;-7.16575237 108.15826586;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5149;Jl.pendidikan Pakemitan Ciawi;Tidak Diketahui;-7.15682 108.14824;;Baik;PJU Konvensional;Tiang Double Arm;SON T
5150;Pendidikan Pakemitan Ciawi;Tidak Diketahui;-7.15682 108.14750;;Baik;PJU Konvensional;Tiang Double Arm;SON T
5151;Pendidikan Pakemitan Ciawi;Tidak Diketahui;-7.15682 108.14750;;Baik;PJU Konvensional;Tiang Stang;LED
5152;Pendidikan Pakemitan Ciawi;Tidak Diketahui;-7.15750 108.14676;;Baik;PJU Konvensional;Tiang Tunggal;LED
5153;Pendidikan Pakemitan Ciawi;Tidak Diketahui;-7.15750 108.14676;;Baik;PJU Konvensional;Tiang Stang;SON T
5154;Madrasah al ikomah Ciawi Ciawi;Tidak Diketahui;-7.15682 108.14750;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5155;Leles kidul Pakemitan Ciawi;Tidak Diketahui;-7.1584815 108.1407210;;Baik;PJU Konvensional;Tiang Stang;LED
5156;Leles kidul Pakemitan Ciawi;Tidak Diketahui;-7.1586229 108.1391885;;Baik;PJU Konvensional;Tiang Stang;Mercury
5157;Leles tengah Pakemitan Ciawi;Tidak Diketahui;-7.1587696 108.1371171;;Baik;PJU Konvensional;Tiang Tunggal;LED
5158;Leles tengah Citamba Ciawi;Tidak Diketahui;-7.1585281 108.1321815;;Rusak Ringan;PJU Konvensional;Tiang Stang;SON T
5159;Menang datar vitamba Citamba Ciawi;Tidak Diketahui;-7.1583937 108.1317906;;Baik;PJU Konvensional;Tiang Stang;LED
5160;Leles girang kurnia bakti Kurniabakti Ciawi;Tidak Diketahui;-7.1582424 108.1308324;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5161;Bunut citamba depan sd Citamba Ciawi;Tidak Diketahui;-7.1579297 108.1285317;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5162;Leles tengah Pakemitan Ciawi;Tidak Diketahui;-7.1586549 108.1390228;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5163;Leles girang Pakemitan Ciawi;Tidak Diketahui;-7.1586179 108.1392083;;Baik;PJU Konvensional;Tiang Tunggal;Mercury
5164;Leles tengah Pakemitan Ciawi;Tidak Diketahui;-7.1585105 108.1397789;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5165;Leles tengah Pakemitan Ciawi;Tidak Diketahui;-7.1569676 108.1384988;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5166;Leles kidul Pakemitan Ciawi;Tidak Diketahui;-7.1578818 108.1387214;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5167;Leles kidul Pakemitan Ciawi;Tidak Diketahui;-7.1583907 108.1411777;;Baik;PJU Konvensional;Tiang Stang;SON T
5168;Nampong Pakemitan Ciawi;Tidak Diketahui;-7.1584270 108.1424400;;Baik;PJU Konvensional;Tiang Stang;SON T
5169;Bab pendeuy Kurniabakti Ciawi;Tidak Diketahui;-7.1571712 108.1428138;;Baik;PJU Konvensional;Tiang Stang;SON T
5170;Regol Pakemitan Ciawi;Tidak Diketahui;-7.1583215 108.1436758;;Baik;PJU Konvensional;Tiang Stang;SON T
5171;Kaum kidul Pakemitan Ciawi;Tidak Diketahui;-7.1588871 108.1436912;;Baik;PJU Konvensional;Tiang Stang;SON T
5172;Kaum kidul Pakemitan Ciawi;Tidak Diketahui;-7.1588950 108.1442847;;Rusak Ringan;PJU Konvensional;Tiang Stang;SON T
5173;Kaum tengah Viawi Ciawi;Tidak Diketahui;-7.1589160 108.1478067;;Baik;PJU Konvensional;Tiang Tunggal;LED
5174;Regol Ciawi Ciawi;Tidak Diketahui;-7.1584978 108.1474390;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5175;Regol Ciawi Ciawi;Tidak Diketahui;-7.1584978 108.1474390;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5176;Regol Ciawi Ciawi;Tidak Diketahui;-7.1584978 108.1474390;;Baik;PJU Konvensional;Tiang Stang;SON T
5177;Regol Ciawi Ciawi;Tidak Diketahui;-7.1584978 108.1474390;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5178;Regol Ciawi Ciawi;Tidak Diketahui;-7.1584978 108.1474390;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5179;Regol Ciawi Ciawi;Tidak Diketahui;-7.1584978 108.1474390;;Rusak Ringan;PJU Konvensional;Tiang Stang;SON T
5180;Asem kidul Ciawi Ciawi;Tidak Diketahui;-7.1584978 108.1474390;;Baik;PJU Konvensional;Tiang Stang;SON T
5181;Sukamantri Sukamantri Ciawi;Tidak Diketahui;-7.14872 108.14861;;Baik;PJU Konvensional;Tiang Stang;SON T
5182;Karangsari sukamantri Sukamantri Ciawi;Tidak Diketahui;-7.14475 108.15218;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5183;Jln Nasional lll Pakemitan kidul Ciawi;Tidak Diketahui;-7.1662 108.1640;;Baik;PJU Konvensional;Tiang Stang;Mercury
5184;Jln nasional lll Pakemitan kidul Ciawi;Tidak Diketahui;-7.1643 108.1529;;Baik;PJU Konvensional;Tiang Stang;SON T
5185;Jln nasional lll Pakemitan kidul Ciawi;Tidak Diketahui;-7.1643 108.1530;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5186;Panulisan kurnia bakti Kurniabakti Ciawi;Tidak Diketahui;-7.15552 108.14637;;Baik;PJU Konvensional;Tiang Tunggal;LED
5187;Kebon suuk pakemitan Pakemitan Ciawi;Tidak Diketahui;-7.15564 108.14849;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5188;Kiarakuda pakemitan Pakemitan Ciawi;Tidak Diketahui;-7.15625 108.14946;;Baik;PJU Konvensional;Tiang Stang;SON T
5189;Cidahu /jl pendidikan Kurniabakti Ciawi;Tidak Diketahui;-7.15658 108.14716;;Baik;PJU Konvensional;Tiang Stang;SON T
5190;Kebonsuuk Pajemitan Ciawi;Tidak Diketahui;-7.15757 108.14792;;Baik;PJU Konvensional;Tiang Tunggal;LED
5191;Jln sangiang teureup Pakemitan kidul Ciawi;Tidak Diketahui;-7.1648 108.1519;;Baik;PJU Konvensional;Tiang Tunggal;Mercury
5192;Sangiang teureup Pakemitan kidul Ciawi;Tidak Diketahui;-7.1651 108.1514;;Baik;PJU Konvensional;Tiang Tunggal;Mercury
5193;Sangiang teureup Pakemitan kidul Ciawi;Tidak Diketahui;-7.1649 108.1507;;Baik;PJU Konvensional;Tiang Tunggal;LED
5194;Sangiangteureup Pakemitan kidul Ciawi;Tidak Diketahui;-7.1670 108.1496;;Baik;PJU Konvensional;Tiang Tunggal;LED
5195;Sangiangteureup Pakemitan kidul Ciawi;Tidak Diketahui;-7.1688 108.1484;;Baik;PJU Konvensional;Tiang Tunggal;LED
5196;Sangiang teureup Pakemitan kidul Ciawi;Tidak Diketahui;-7.1674 108.1493;;Baik;PJU Konvensional;Tiang Tunggal;LED
5197;Cihanjaro Pakemitan kidul Ciawi;Tidak Diketahui;-7.1624 108.1539;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5198;Cihanjaro Pakemitan kidul Ciawi;Tidak Diketahui;-7.1615 108.1542;;Baik;PJU Konvensional;Tiang Stang;SON T
5199;Terminal ciawi Pakemitan Ciawi;Tidak Diketahui;-7.1552 108.1513;;Baik;PJU Konvensional;Tiang Tunggal;Mercury
5200;Terminal ciawi Pakemitan Ciawi;Tidak Diketahui;-7.1558 108.1516;;Baik;PJU Konvensional;Tiang Tunggal;Mercury
5201;Pasar baru ciawi Pakemitan Ciawi;Tidak Diketahui;-7.1551 108.1506;;Baik;PJU Konvensional;Tiang Tunggal;Mercury
5202;Terminal ciawi Pakemitan Ciawi;Tidak Diketahui;-7.1559 108.1518;;Baik;PJU Konvensional;Tiang Tunggal;LED
5203;Pasar baru ciawi Pakemitan Ciawi;Tidak Diketahui;-7.155274 108.15170;;Baik;PJU Konvensional;Tiang Stang;SON T
5204;Jln jati ciawi Pakemitan Ciawi;Tidak Diketahui;-7.1553 108.1535;;Baik;PJU Konvensional;Tiang Tunggal;LED
5205;Lanbau Pakemitan Ciawi;Tidak Diketahui;-7.1578 108.1539;;Baik;PJU Konvensional;Tiang Tunggal;LED
5206;Jln cipondok Pakemitan Ciawi;Tidak Diketahui;-7.1569 108.1566S;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5207;Jln raya panumbangan Pakemitan Ciawi;Tidak Diketahui;-7.1568 108.1577;;Baik;PJU Konvensional;Tiang Stang;LED
5208;Jln ciawi panumbangan Cipondok Ciawi;Tidak Diketahui;-7.1571 108.1599;;Baik;PJU Konvensional;Tiang Stang;SON T
5209;Cipndok Cipondok Ciawi;Tidak Diketahui;-7.1577 108.1601;;Baik;PJU Konvensional;Tiang Stang;Mercury
5210;Cipondok Cipondok Ciawi;Tidak Diketahui;-7.1589 108.1606;;Baik;PJU Konvensional;Tiang Tunggal;LED
5211;Perum sawati mas Cipondok Ciawi;Tidak Diketahui;-7.1558 108.1637;;Baik;PJU Konvensional;Tiang Stang;LED
5212;Perum sawati mas Cipondok Ciawi;Tidak Diketahui;-7.1556 108.1636;;Baik;PJU Konvensional;Tiang Stang;LED
5213;Perum sawati mas Cipondok Ciawi;Tidak Diketahui;-7.1576 108.1635;;Baik;PJU Konvensional;Tiang Tunggal;Mercury
5214;Jln balanjeur-cipnjang Cipndok Ciawi;Tidak Diketahui;-7.1641 108.1617;;Baik;PJU Konvensional;Tiang Tunggal;LED
5215;Jln karang anyar Cipondok Ciawi;Tidak Diketahui;-7.1645 108.1650;;Rusak Ringan;PJU Konvensional;Tiang Tunggal;LED
5216;Karang anyar Cipondok Ciawi;Tidak Diketahui;-7.1646 108.1659;;Rusak Ringan;PJU Konvensional;Tiang Stang;SON T
5217;Pasirpari Pasirhuni Ciawi;Tidak Diketahui;-7.12961 108.14342;;Baik;PJU Konvensional;Tiang Tunggal;LED
5218;Sukamaju/cihampang Pasirhuni Ciawi;Tidak Diketahui;-7.14792 108.13198;;Baik;PJU Konvensional;Tiang Stang;SON T
5219;Ciparanten Pasirhuni Ciawi;Tidak Diketahui;-7.15156 108.13789;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5220;Cihampang Pasirhuni Ciawi;Tidak Diketahui;-7.15327 108.13972;;Rusak Ringan;PJU Konvensional;Tiang Stang;SON T
5221;Cihampang Pasirhuni Ciawi;Tidak Diketahui;-7.11352 108.11118;;Baik;PJU Konvensional;Tiang Stang;SON T
5222;Tarikolot Pasirhuni Ciawi;Tidak Diketahui;-7.14699 108.14215;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5223;Tarikolot cihampang Pasirhuni Ciawi;Tidak Diketahui;-7.19113 108.14379;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5224;bugel bugel Ciawi;Tidak Diketahui;-7.1833205 108.1295681;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5225;karanganyar bahara bugel Ciawi;Tidak Diketahui;-7.1860661 108.1312582;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5226;bahara bugel Ciawi;Tidak Diketahui;-7.1874802 108.1325638;;Rusak Ringan;PJU Konvensional;Tiang Stang;Mercury
5227;karamasantana bugel Ciawi;Tidak Diketahui;-7.1876595 108.1315418;;Baik;PJU Konvensional;Tiang Tunggal;LED
5228;karamsantana bugel Ciawi;Tidak Diketahui;-7.1876595 108.1315418;;Baik;PJU Konvensional;Tiang Stang;LED
5229;karamasantana bugel Ciawi;Tidak Diketahui;-7.1877054 108.1306208;;Baik;PJU Konvensional;Tiang Tunggal;LED
5230;karamasantana bugel Ciawi;Tidak Diketahui;-7.1877054 108.1306208;;Rusak Berat;PJU Konvensional;Tiang Stang;LED
5231;bojong loot bugel Ciawi;Tidak Diketahui;-7.1828531 108.1336065;;Baik;PJU Konvensional;Tiang Stang;Mercury
5232;mandalahening bugel Ciawi;Tidak Diketahui;-7.1829017 108.1302976;;Baik;PJU Konvensional;Tiang Stang;SON T
5233;cipulus bugel Ciawi;Tidak Diketahui;-7.1811746 108.1227804;;Baik;PJU Konvensional;Tiang Stang;Mercury
5234;cipulus bugel Ciawi;Tidak Diketahui;-7.1811124 108.1222939;;Baik;PJU Konvensional;Tiang Stang;LED
5235;cipulus bugel Ciawi;Tidak Diketahui;-7.1811330 108.1217628;;Baik;PJU Konvensional;Tiang Tunggal;LED
5236;cipulus Bugel Ciawi;Tidak Diketahui;-7.1811353 108.1213062;;Baik;PJU Konvensional;Tiang Stang;SON T
5237;cipulus BGL Ciawi;Tidak Diketahui;-7.1811353 108.1213062;;Baik;PJU Konvensional;Tiang Tunggal;LED
5238;cipulus bugel Ciawi;Tidak Diketahui;-7.1811353 108.1213062;;Baik;PJU Konvensional;Tiang Tunggal;LED
5239;Cipondok Margasari Ciawi;Tidak Diketahui;-7.17031 108.12758;;Baik;PJU Konvensional;Tiang Tunggal;LED
5240;Anto margasari Margasari Ciawi;Tidak Diketahui;-7.16844 108.13176;;Baik;PJU Konvensional;Tiang Tunggal;LED
5241;Dukuh Margasari Ciawi;Tidak Diketahui;-7.17259 108.14046;;Rusak Berat;PJU Konvensional;Tiang Stang;SON T
5242;Dukuh depan mesjid Margasari Ciawi;Tidak Diketahui;-7.16608 108.13416;;Baik;PJU Konvensional;Tiang Tunggal;LED
5243;Citangkalak pakemitan kidul Pakemitan kidul Ciawi;Tidak Diketahui;-7.17309 108.15158;;Baik;PJU Konvensional;Tiang Stang;SON T
5244;Citangkalak pak kidul Pakemitan kidul Ciawi;Tidak Diketahui;-7.17248 108.14190;;Baik;PJU Konvensional;Tiang Stang;SON T
5245;Bugel alis margasari Margasari Ciawi;Tidak Diketahui;-7.17324 108.13194;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5246;Anto margasri Margasari Ciawi;Tidak Diketahui;-7.15691 108.14528;;Baik;PJU Konvensional;Tiang Tunggal;LED
5247;majapahit gombong Ciawi;Tidak Diketahui;-7.1911818 108.1363772;;Baik;PJU Konvensional;Tiang Stang;SON T
5248;gombong gombong Ciawi;Tidak Diketahui;-7.1915736 108.1343924;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5249;kertamukti kertamukti Ciawi;Tidak Diketahui;-7.1939457 108.1283242;;Baik;PJU Konvensional;Tiang Tunggal;Mercury
5250;jamilega kertamukti Ciawi;Tidak Diketahui;-7.1930692 108.1203741;;Baik;PJU Konvensional;Tiang Tunggal;LED
5251;gombong gombong Ciawi;Tidak Diketahui;-7.1930692 108.1203741;;Rusak Ringan;PJU Konvensional;Tiang Stang;SON T
5252;gombong kertamukti Ciawi;Tidak Diketahui;-7.1914615 108.1257754;;Baik;PJU Konvensional;Tiang Tunggal;LED
5253;gombong kertamukti Ciawi;Tidak Diketahui;-7.1964331 108.1207161;;Baik;PJU Konvensional;Tiang Stang;Mercury
5254;kertamukti kertamukti Ciawi;Tidak Diketahui;-7.1964331 108.1207161;;Baik;PJU Konvensional;Tiang Tunggal;LED
5255;karanfmukti karangmukti Ciawi;Tidak Diketahui;-7.1964331 108.1207161;;Baik;PJU Konvensional;Tiang Stang;LED
5256;kertamukti kertamukti Ciawi;Tidak Diketahui;-7.1964331 108.1207161;;Baik;PJU Konvensional;Tiang Stang;SON T
5257;pertigaan jamilega gombong Ciawi;Tidak Diketahui;-7.1964331 108.1207161;;Baik;PJU Konvensional;Tiang Stang;LED
5258;kertamukti kertamukti Ciawi;Tidak Diketahui;-7.2017466 108.1172956;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5259;sukamaju kertamukti Ciawi;Tidak Diketahui;-7.1978119 108.1133668;;Baik;PJU Konvensional;Tiang Tunggal;LED
5260;sukamaju karangmukti Ciawi;Tidak Diketahui;-7.1970685 108.1119634;;Baik;PJU Konvensional;Tiang Stang;Mercury
5261;sukamaju karangmukti Ciawi;Tidak Diketahui;-7.1956228 108.1104409;;Baik;PJU Konvensional;Tiang Stang;Mercury
5262;sukamaju kertamukti Ciawi;Tidak Diketahui;-7.1948701 108.1095095;;Baik;PJU Konvensional;Tiang Tunggal;LED
5263;sukamaju karangmukti Ciawi;Tidak Diketahui;-7.1958776 108.1105371;;Baik;PJU Konvensional;Tiang Tunggal;LED
5264;sukamaju kerangmukti Ciawi;Tidak Diketahui;-7.1979566 108.1141809;;Baik;PJU Konvensional;Tiang Stang;LED
5265;Lewad Sukamantri Ciawi;Tidak Diketahui;-7.14294 108.14758;;Baik;PJU Konvensional;Tiang Stang;SON T
5266;Cirungkang dpn dkm asy sura Pakemitan Ciawi;Tidak Diketahui;-7.15258 108.15058;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5267;Cirungkang Pakemitan Ciawi;Tidak Diketahui;-7.15254 108.15250;;Rusak Ringan;PJU Konvensional;Tiang Tunggal;LED
5268;Bebera dpn yayasan islahul u Kurniabakti Ciawi;Tidak Diketahui;-7.15125 108.14621;;Baik;PJU Konvensional;Tiang Tunggal;LED
5269;Leles tengah Kurniabakti Ciawi;Tidak Diketahui;-7.15412 108.14387;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5270;Leleshilir kurniabakti Kurniabakti Ciawi;Tidak Diketahui;-7.15410 108.14362;;Baik;PJU Konvensional;Tiang Tunggal;LED
5271;Leles hilir Kurniabakti Ciawi;Tidak Diketahui;-7.15573 108.13962;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5272;Menangdatar Citamba Ciawi;Tidak Diketahui;-7.15762 108.12873;;Baik;PJU Konvensional;Tiang Stang;SON T
5273;Dpn kantor desa citamba Citamba Ciawi;Tidak Diketahui;-7.15804 108.12575;;Rusak Ringan;PJU Konvensional;Tiang Tunggal;LED
5274;Menangdatar Citamba Ciawi;Tidak Diketahui;-7.15824 108.13066;;Baik;PJU Konvensional;Tiang Stang;SON T
5275;Menangdatar Citamba Ciawi;Tidak Diketahui;-7.15853 108.13208;;Rusak Ringan;PJU Konvensional;Tiang Stang;SON T
5276;Motoran Pakemitan Ciawi;Tidak Diketahui;-7.15757 108.14793;;Baik;PJU Konvensional;Tiang Tunggal;LED
5277;Pendidikan Pakemitan Ciawi;Tidak Diketahui;-7.15977 108.14847;;Baik;PJU Konvensional;Tiang Tunggal;LED
5278;Cluster vols pesona indah Sukamantri Ciawi;Tidak Diketahui;-7.15613 108.15097;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5279;Cluster vila indah Sukamantri Ciawi;Tidak Diketahui;-7.146125 108.15097;;Baik;PJU Konvensional;Tiang Stang;SON T
5280;Sukamantri Sukamantri Ciawi;Tidak Diketahui;-7.14612 108.15097;;Rusak Ringan;PJU Konvensional;Tiang Stang;SON T
5281;Kp.baru Ciawi Ciawi;Tidak Diketahui;-7.2052913 108.152300;;Baik;PJU Konvensional;Tiang Stang;SON T
5282;Bunisari ds.pasirhuni Pasirhuni Ciawi;Tidak Diketahui;-7.10692 108.10711;;Rusak Berat;PJU Konvensional;Tiang Stang;LED
5283;Cipaheuteun Pasirhuni Ciawi;Tidak Diketahui;-7.14387 108.12526;;Rusak Berat;PJU Konvensional;Tiang Stang;LED
5284;Bunisari Pasirhuni Ciawi;Tidak Diketahui;-7.10692 108.19711;;Baik;PJU Konvensional;Tiang Stang;SON T
5285;Cijemit Bugel Ciawi;Tidak Diketahui;-7.15463 108.16974;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5286;Teja Bugel Ciawi;Tidak Diketahui;-7.18335 108.14491R;;Baik;PJU Konvensional;Tiang Stang;SON T
5287;Cijemit balong bugel Bugel Ciawi;Tidak Diketahui;-7.18549 108.13193;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5288;Cijemit ds bugel Bugel Ciawi;Tidak Diketahui;-7.17747 108.18641;;Baik;PJU Konvensional;Tiang Stang;SON T
5289;Cijemit Bugel Ciawi;Tidak Diketahui;-7.17747 108.18641;;Baik;PJU Konvensional;Tiang Tunggal;LED
5290;Mandalahening Bugel Ciawi;Tidak Diketahui;-7.12268 108.26685;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5291;Maruyung Margasari Ciawi;Tidak Diketahui;-7.17607 108.13379;;Baik;PJU Konvensional;Tiang Tunggal;LED
5292;Maruyung Margasari Ciawi;Tidak Diketahui;-7.10542 108.10525;;Baik;PJU Konvensional;Tiang Tunggal;LED
5293;Maruyung Margasari Ciawi;Tidak Diketahui;-7.17607 108 13379;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5294;Majapahit Bugel Ciawi;Tidak Diketahui;-7.15916 108.15343;;Baik;PJU Konvensional;Tiang Tunggal;LED
5295;Majapahit geresik Geresik Ciawi;Tidak Diketahui;-7.19262 108.14676;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5296;Majapahit bugel Bugel Ciawi;Tidak Diketahui;-7.17601 108.13527;;Baik;PJU Konvensional;Tiang Tunggal;LED
5297;.jl pocol.. Desa gombong... Kec ciawi Desa gombong... Kec ciawi Ciawi;Tidak Diketahui;-7.1922715 108.1106250;;Rusak Ringan;PJU Konvensional;Tiang Tunggal;Mercury
5298;kp gombong. Kertamukti Ciawi;Tidak Diketahui;-7.196474 108.121071;;Baik;PJU Konvensional;Tiang Stang;LED
5299;Jll karangsambung gombong.. Ciawi;Tidak Diketahui;-7.1902075 108.1384056;;Baik;PJU Konvensional;Tiang Stang;Mercury
5300;Kp pocol Gombong Ciawi;Tidak Diketahui;-7.1906981 108.1133447;;Baik;PJU Konvensional;Tiang Tunggal;Mercury
5301;MARGABAKTI SMK AL BASIT Margabakti Cibereum;Tidak Diketahui;;;Baik;PJU Konvensional;Tiang Tunggal;Mercury
5302;MARGABAKTI Margabakti Cibereum;Tidak Diketahui;-7.34993 108.2765;;Rusak Ringan;PJU Konvensional;Tiang Stang;Mercury
5303;Data kertaharja Ciampanan Cibereum;Tidak Diketahui;-7.37753 108.28837;;Baik;PJU Konvensional;Tiang Tunggal;Mercury
5304;Margamulya Margamulya Cibereum;Tidak Diketahui;-7.35955 108.28671;;Baik;PJU Konvensional;Tiang Stang;LED
5305;Ciakat Ciakar Cibereum;Tidak Diketahui;-7.35787 108.28784;;Baik;PJU Konvensional;Tiang Stang;Mercury
5306;Ciakar Ciakar Cibereum;Tidak Diketahui;-7.35763 108.28794;;Rusak Ringan;PJU Konvensional;Tiang Stang;LED
5307;Pereng Ciakar Cibereum;Tidak Diketahui;-7.35754 108.28864;;Rusak Ringan;PJU Konvensional;Tiang Stang;Mercury
5308;cangkudu wargakerta sukamanah Cipedes;Tidak Diketahui;-7.357777, 108.112068;;Baik;PJU Konvensional;Tiang Tunggal;LED
5309;Jl bongasari Bojong sari Culamega;Tidak Diketahui;-7.6396518 108.0577030;;Rusak Ringan;PJU Konvensional;Tiang Stang;SON T
5310;Jl Bojong sari Nangelasari Culamega;Tidak Diketahui;-7.6641516 108.0411363;;Baik;PJU Konvensional;Tiang Stang;SON T
5311;Kp cikuya culamega Cikuya Culamega;Tidak Diketahui;;;Baik;PJU Konvensional;Tiang Tunggal;Mercury
5312;Jl ci oga Mekarlaksana Culamega;Tidak Diketahui;-7.5833757 108.0759058;;Baik;PJU Konvensional;Tiang Tunggal;LED
5313;Jl cioga Mekar laksana Culamega;Tidak Diketahui;-7.5876639 108.0710778;;Baik;PJU Konvensional;Tiang Stang;SON T
5314;Jl cioga Mekarlaksana Culamega;Tidak Diketahui;-7.5855200 108.0722218;;Baik;PJU Konvensional;Tiang Stang;LED
5315;Jl mekarlaksana Mekarlaksana Culamega;Tidak Diketahui;-7.5764417 108.0619523;;Rusak Ringan;PJU Konvensional;Tiang Stang;LED
5316;Jl ciangasan Cintabodas Culamega;Tidak Diketahui;-7.5753030 108.0632270;;Baik;PJU Konvensional;Tiang Tunggal;Mercury
5317;Jl Neglasari Cintabodas Culamega;Tidak Diketahui;-7.5789891 108.0613085;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5318;Jl poros Cintabodas Culamega;Tidak Diketahui;-7.5789891 108.0613085;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5319;Jl babakny Mekarlaksana Culamega;Tidak Diketahui;-7.5814880 108.0602380;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5320;Jl sukabakti Cipicung Culamega;Tidak Diketahui;-7.5832528 108.0590578;;Baik;PJU Konvensional;Tiang Tunggal;LED
5321;Jl sukajadi Markalaksana Culamega;Tidak Diketahui;-7.5946620 108.0550080;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5322;Jl sukajadi Cintabodas Culamega;Tidak Diketahui;-7.5876005 108.0470774;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5323;Jl sukajadi Cintabodas Culamega;Tidak Diketahui;-7.5856423 108.0451804;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5324;Jl cipicung Cipicung Culamega;Tidak Diketahui;-7.5800991 108.0355305;;Baik;PJU Konvensional;Tiang Stang;SON T
5325;Jl culamega Culamega Culamega;Tidak Diketahui;-7.5833907 108.0385835;;Baik;PJU Konvensional;Tiang Tunggal;LED
5326;Jl cilingga Cipicung Culamega;Tidak Diketahui;-7.5645331 108.0474667;;Baik;PJU Konvensional;Tiang Stang;LED
