Titik Koordinat,Kondisi,Jenis PJU,Jenis Tiang,Jenis Lampu,Kecamatan,Kondisi_Biner,Latitude,Longitude,index_right,Kecamatan_Final
-7.812766 108.316908,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikalong,0,-7.812766,108.316908,2.0,Cikalong
-7.812045 108.314452,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikalong,0,-7.812045,108.314452,2.0,Cikalong
-7.809559 108.313580,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikalong,0,-7.809559,108.31358,2.0,Cikalong
-7.814476 108.331507,Baik,PJU Solar Cell,Tiang Tunggal,LED,Cikalong,0,-7.814476,108.331507,2.0,Cikalong
-7.757332 108.158856,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cikalong,0,-7.757332,108.158856,2.0,Cikalong
-7.610866 108.261222,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cikatomas,0,-7.610866,108.261222,4.0,Cikatomas
-7.609820 108.262379,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.60982,108.262379,4.0,Cikatomas
-7.6225260 108.2561076,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.622526,108.2561076,4.0,Cikatomas
-7.616252 108.260212,Baik,PJU Solar Cell,Tiang Tunggal,LED,Cikatomas,0,-7.616252,108.260212,4.0,Cikatomas
-7.616424 108.260170,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cikatomas,0,-7.616424,108.26017,4.0,Cikatomas
-7.6224901 108.2578564,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.6224901,108.2578564,4.0,Cikatomas
-7.616424 108.260170,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cikatomas,0,-7.616424,108.26017,4.0,Cikatomas
-7.6226128 108.2574538,Baik,PJU Solar Cell,Tiang Tunggal,LED,Cikatomas,0,-7.6226128,108.2574538,4.0,Cikatomas
-7.616946 108.259740,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cikatomas,0,-7.616946,108.25974,4.0,Cikatomas
-7.618650 108.258183,Baik,PJU Solar Cell,Tiang Tunggal,LED,Cikatomas,0,-7.61865,108.258183,4.0,Cikatomas
-7.6289529 108.2627183,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.6289529,108.2627183,4.0,Cikatomas
-7.619246 108.257868,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cikatomas,0,-7.619246,108.257868,4.0,Cikatomas
-7.619693 108.257738,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.619693,108.257738,4.0,Cikatomas
-7.6301565 108.2634482,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.6301565,108.2634482,4.0,Cikatomas
-7.619963 108.257705,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cikatomas,0,-7.619963,108.257705,4.0,Cikatomas
-7.621125 108.257755,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.621125,108.257755,4.0,Cikatomas
-7.6308723 108.2644852,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.6308723,108.2644852,4.0,Cikatomas
-7.621120 108.258590,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cikatomas,0,-7.62112,108.25859,4.0,Cikatomas
-7.621609 108.257778,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.621609,108.257778,4.0,Cikatomas
-7.6333872 108.2664831,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.6333872,108.2664831,4.0,Cikatomas
-7.622459 108.257921,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.622459,108.257921,4.0,Cikatomas
-7.623205 108.258052,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.623205,108.258052,4.0,Cikatomas
-7.623843 108.259195,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.623843,108.259195,4.0,Cikatomas
-7.6284810 108.2636416,Baik,PJU Solar Cell,Tiang Tunggal,LED,Cikatomas,0,-7.628481,108.2636416,4.0,Cikatomas
-7.6281873 108.2637003,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.6281873,108.2637003,4.0,Cikatomas
-7.628322 108.262908,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.628322,108.262908,4.0,Cikatomas
-7.628925 108.262807,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.628925,108.262807,4.0,Cikatomas
-7.6286861 108.2628128,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.6286861,108.2628128,4.0,Cikatomas
-7.627093 108.264720,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.627093,108.26472,4.0,Cikatomas
-7.672386 108.273677,Baik,PJU Solar Cell,Tiang Tunggal,LED,Cikatomas,0,-7.672386,108.273677,3.0,Pancatengah
-7.639179 108.297850,Baik,PJU Solar Cell,Tiang Tunggal,LED,Cikatomas,0,-7.639179,108.29785,4.0,Cikatomas
-7.639650 108.299122,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.63965,108.299122,4.0,Cikatomas
-7.6792475 108.2721553,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.6792475,108.2721553,3.0,Pancatengah
-7.6835510 108.2697121,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.683551,108.2697121,3.0,Pancatengah
-7.67178 108.2681913,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.67178,108.2681913,4.0,Cikatomas
-7.6787754 108.2725603,Baik,PJU Solar Cell,Tiang Tunggal,LED,Cikatomas,0,-7.6787754,108.2725603,3.0,Pancatengah
-7.5879012 108.2950801,Baik,PJU Solar Cell,Tiang Tunggal,LED,Cikatomas,0,-7.5879012,108.2950801,4.0,Cikatomas
-7.5728705 108.2902133,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.5728705,108.2902133,4.0,Cikatomas
-7.676224 108.261498,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.676224,108.261498,4.0,Cikatomas
-7.677340 108.261960,Baik,PJU Solar Cell,Tiang Tunggal,LED,Cikatomas,0,-7.67734,108.26196,4.0,Cikatomas
-7.679009 108.264367,Baik,PJU Konvensional,Tiang Tunggal,LED,Cikatomas,0,-7.679009,108.264367,4.0,Cikatomas
-7.5904044 108.2986552,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.5904044,108.2986552,3.0,Pancatengah
-7.5732122 108.2814652,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.5732122,108.2814652,4.0,Cikatomas
-7.5797897 108.2815903,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.5797897,108.2815903,4.0,Cikatomas
-7.5802813 108.2817968,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.5802813,108.2817968,4.0,Cikatomas
-7.6113691 108.2879891,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.6113691,108.2879891,4.0,Cikatomas
-7.6077917 108.2865397,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.6077917,108.2865397,4.0,Cikatomas
-7.6127858 108.22266,Baik,PJU Solar Cell,Tiang Tunggal,LED,Cikatomas,0,-7.6127858,108.22266,1.0,Karangnunggal
-7.6019889 108.2685367,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.6019889,108.2685367,4.0,Cikatomas
-7.6016662 108.2691874,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.6016662,108.2691874,4.0,Cikatomas
-7.634664 108.237396,Baik,PJU Solar Cell,Tiang Tunggal,LED,Cikatomas,0,-7.634664,108.237396,4.0,Cikatomas
-7.6026808 108.2697748,Baik,PJU Solar Cell,Tiang Tunggal,LED,Cikatomas,0,-7.6026808,108.2697748,4.0,Cikatomas
-7.639731 108.241427,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.639731,108.241427,4.0,Cikatomas
-7.636210 108.237732,Baik,PJU Solar Cell,Tiang Tunggal,LED,Cikatomas,0,-7.63621,108.237732,4.0,Cikatomas
-7.636398 108.237910,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.636398,108.23791,4.0,Cikatomas
-7.636247 108.235276,Baik,PJU Konvensional,Tiang Tunggal,LED,Cikatomas,0,-7.636247,108.235276,4.0,Cikatomas
-7.6110159 108.2492325,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.6110159,108.2492325,4.0,Cikatomas
-7.6110242 108.2508180,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.6110242,108.250818,4.0,Cikatomas
-7.630467 108.225474,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.630467,108.225474,1.0,Karangnunggal
-7.629540 108.227265,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cikatomas,0,-7.62954,108.227265,1.0,Karangnunggal
-7.630343 108.231154,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.630343,108.231154,1.0,Karangnunggal
-7.652475 108.245257,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.652475,108.245257,4.0,Cikatomas
-7.655971 108.240908,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.655971,108.240908,4.0,Cikatomas
-7.660613 108.230735,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.660613,108.230735,4.0,Cikatomas
-7.660849 108.230661,Baik,PJU Solar Cell,Tiang Tunggal,LED,Cikalong,0,-7.660849,108.230661,4.0,Cikatomas
-7.661051 108.228412,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.661051,108.228412,4.0,Cikatomas
-7.672024 108.217762,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.672024,108.217762,4.0,Cikatomas
-7.671741 108.217374,Baik,PJU Solar Cell,Tiang Tunggal,LED,Cikatomas,0,-7.671741,108.217374,4.0,Cikatomas
-7.682774 108.234053,Baik,PJU Solar Cell,Tiang Tunggal,LED,Cikatomas,0,-7.682774,108.234053,4.0,Cikatomas
-7.680421 108.198527,Baik,PJU Konvensional,Tiang Tunggal,LED,Cikatomas,0,-7.680421,108.198527,4.0,Cikatomas
-7.678664 108.198653,Baik,PJU Solar Cell,Tiang Tunggal,LED,Cikatomas,0,-7.678664,108.198653,4.0,Cikatomas
-7.671193 108.199012,Baik,PJU Solar Cell,Tiang Tunggal,LED,Cikatomas,0,-7.671193,108.199012,4.0,Cikatomas
-7.671505 108.198886,Baik,PJU Solar Cell,Tiang Tunggal,LED,Cikatomas,0,-7.671505,108.198886,4.0,Cikatomas
-7.677273 108.198158,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.677273,108.198158,4.0,Cikatomas
-7.6991975 108.2289338,Baik,PJU Konvensional,Tiang Tunggal,LED,Cikatomas,0,-7.6991975,108.2289338,4.0,Cikatomas
-7.6946761 108.2213368,Baik,PJU Solar Cell,Tiang Tunggal,LED,Cikatomas,0,-7.6946761,108.2213368,4.0,Cikatomas
-7.6242062 108.2612518,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.6242062,108.2612518,4.0,Cikatomas
-7.6133843 108.2607294,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cikatomas,0,-7.6133843,108.2607294,4.0,Cikatomas
-7.6371868 108.2386508,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cikatomas,0,-7.6371868,108.2386508,4.0,Cikatomas
-7.6371482 108.2384979,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cikatomas,0,-7.6371482,108.2384979,4.0,Cikatomas
-7.6359609 108.2399319,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cikatomas,0,-7.6359609,108.2399319,4.0,Cikatomas
-7.6358453 108.2377328,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.6358453,108.2377328,4.0,Cikatomas
-7.6485972 108.2273886,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cikatomas,0,-7.6485972,108.2273886,4.0,Cikatomas
-7.6305 108.248168,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cikatomas,0,-7.6305,108.248168,4.0,Cikatomas
-7.571234 108.281117,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.571234,108.281117,4.0,Cikatomas
-7.570676 108.281387,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.570676,108.281387,4.0,Cikatomas
-7.5618373 108.3279308,Baik,PJU Solar Cell,Tiang Tunggal,LED,Cikatomas,0,-7.5618373,108.3279308,4.0,Cikatomas
-7.575927 108.272252,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cikatomas,0,-7.575927,108.272252,4.0,Cikatomas
-7.5711875 108.3097961,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cikatomas,0,-7.5711875,108.3097961,4.0,Cikatomas
-7.558807 108.253377,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.558807,108.253377,4.0,Cikatomas
-7.560587 108.258372,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.560587,108.258372,4.0,Cikatomas
-7.567477 108.266311,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.567477,108.266311,4.0,Cikatomas
-7.563853 108.260195,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.563853,108.260195,4.0,Cikatomas
-7.573206 108.281485,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.573206,108.281485,4.0,Cikatomas
-7.573206 108.281485,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cikatomas,0,-7.573206,108.281485,4.0,Cikatomas
-7.568232 108.282718,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.568232,108.282718,4.0,Cikatomas
-7.678702 108.220869,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.678702,108.220869,4.0,Cikatomas
-7.676149 108.217857,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.676149,108.217857,4.0,Cikatomas
-7.675517 108.217643,Baik,PJU Solar Cell,Tiang Tunggal,LED,Cikatomas,0,-7.675517,108.217643,4.0,Cikatomas
-7.674898 108.217875,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cikatomas,0,-7.674898,108.217875,4.0,Cikatomas
-7.670008 108.215930,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.670008,108.21593,4.0,Cikatomas
-7.681269 108.226162,Baik,PJU Solar Cell,Tiang Tunggal,LED,Cikatomas,0,-7.681269,108.226162,4.0,Cikatomas
-7.681142 108.225654,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cikatomas,0,-7.681142,108.225654,4.0,Cikatomas
-7.680421 108.198527,Baik,PJU Solar Cell,Tiang Tunggal,LED,Cikatomas,0,-7.680421,108.198527,4.0,Cikatomas
-7.617643 108.272621,Baik,PJU Konvensional,Tiang Tunggal,LED,Cikatomas,0,-7.617643,108.272621,4.0,Cikatomas
-7.627823 108.295822,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cikatomas,0,-7.627823,108.295822,4.0,Cikatomas
-7.627375 108.301200,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.627375,108.3012,4.0,Cikatomas
-7.625666 108.259849,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.625666,108.259849,4.0,Cikatomas
-7.625666 108.259849,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.625666,108.259849,4.0,Cikatomas
-7.623688 108.258388,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.623688,108.258388,4.0,Cikatomas
-7.620940 108.257702,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cikatomas,0,-7.62094,108.257702,4.0,Cikatomas
-7.620940 108.257702,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cikatomas,0,-7.62094,108.257702,4.0,Cikatomas
-7.613465 108.260689,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.613465,108.260689,4.0,Cikatomas
-7.615143 108.260859,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.615143,108.260859,4.0,Cikatomas
-7.680239 108.260750,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.680239,108.26075,4.0,Cikatomas
-7.679023 108.264361,Baik,PJU Solar Cell,Tiang Tunggal,LED,Cikatomas,0,-7.679023,108.264361,4.0,Cikatomas
-7.572802 108.290224,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.572802,108.290224,4.0,Cikatomas
-7.568938 108.303168,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cikatomas,0,-7.568938,108.303168,4.0,Cikatomas
-7.592749 108.273770,Baik,PJU Solar Cell,Tiang Tunggal,LED,Cikatomas,0,-7.592749,108.27377,4.0,Cikatomas
-7.677990 108.189685,Baik,PJU Solar Cell,Tiang Tunggal,LED,Cikatomas,0,-7.67799,108.189685,4.0,Cikatomas
-7.44602 108.40567,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cineam,0,-7.44602,108.40567,20.0,Karang Jaya
-7.44586 108.40553,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cineam,0,-7.44586,108.40553,20.0,Karang Jaya
-7.44803 108.41061,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cineam,0,-7.44803,108.41061,20.0,Karang Jaya
-7.44811 108.40822,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cineam,0,-7.44811,108.40822,20.0,Karang Jaya
-7.45665 108.41247,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cineam,0,-7.45665,108.41247,20.0,Karang Jaya
-7.43878 108.39456,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cineam,0,-7.43878,108.39456,20.0,Karang Jaya
-7.43887 108.39456,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cineam,0,-7.43887,108.39456,20.0,Karang Jaya
-7.43513 108.39314,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cineam,0,-7.43513,108.39314,20.0,Karang Jaya
-7.4333 108.39123,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cineam,0,-7.4333,108.39123,20.0,Karang Jaya
-7.4333 108.39123,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cineam,0,-7.4333,108.39123,20.0,Karang Jaya
-7.43075 108.38912,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cineam,0,-7.43075,108.38912,20.0,Karang Jaya
-7.43075 108.38912,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cineam,0,-7.43075,108.38912,20.0,Karang Jaya
-7.41282 108.38688,Baik,PJU Solar Cell,Tiang Tunggal,LED,Cineam,0,-7.41282,108.38688,19.0,Cineam
-7.41283 108.38689,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cineam,0,-7.41283,108.38689,19.0,Cineam
-7.412638 108.390931,Baik,PJU Solar Cell,Tiang Tunggal,LED,Cineam,0,-7.412638,108.390931,19.0,Cineam
-7.412943 108.387986,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cineam,0,-7.412943,108.387986,19.0,Cineam
-7.39437 108.39055,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cineam,0,-7.39437,108.39055,19.0,Cineam
-7.395163 108.385440,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cineam,0,-7.395163,108.38544,19.0,Cineam
-7.397975 108.380805,Baik,PJU Solar Cell,Tiang Tunggal,LED,Cineam,0,-7.397975,108.380805,19.0,Cineam
-7.41548 108.34714,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cineam,0,-7.41548,108.34714,19.0,Cineam
-7.40002 108.36771,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cineam,0,-7.40002,108.36771,19.0,Cineam
-7.40724 108.35916,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cineam,0,-7.40724,108.35916,19.0,Cineam
-7.40939 108.35956,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cineam,0,-7.40939,108.35956,19.0,Cineam
-7.40921 108.35962,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cineam,0,-7.40921,108.35962,19.0,Cineam
-7.40279 108.34885,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cineam,0,-7.40279,108.34885,19.0,Cineam
-7.40479 108.34836,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cineam,0,-7.40479,108.34836,19.0,Cineam
-7.384550 108.347669,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cineam,0,-7.38455,108.347669,19.0,Cineam
-7.40024 108.35077,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cineam,0,-7.40024,108.35077,19.0,Cineam
-7.3886 108.34892,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cineam,0,-7.3886,108.34892,19.0,Cineam
-7.3859 108.35064,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cineam,0,-7.3859,108.35064,19.0,Cineam
-7.378914 108.347835,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cineam,0,-7.378914,108.347835,19.0,Cineam
-7.37164 108.3543,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cineam,0,-7.37164,108.3543,21.0,Manonjaya
-7.378609 108.397176,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cineam,0,-7.378609,108.397176,19.0,Cineam
-7.378735 108.394752,Baik,PJU Konvensional,Tiang Tunggal,LED,Cineam,0,-7.378735,108.394752,19.0,Cineam
-7.378482 108.397201,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cineam,0,-7.378482,108.397201,19.0,Cineam
-7.385380 108.385993,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cineam,0,-7.38538,108.385993,19.0,Cineam
-7.386061 108.385434,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cineam,0,-7.386061,108.385434,19.0,Cineam
-7.396236 108.376971,Baik,PJU Konvensional,Tiang Tunggal,LED,Cineam,0,-7.396236,108.376971,19.0,Cineam
-7.394127 108.375710,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cineam,0,-7.394127,108.37571,19.0,Cineam
-7.393874 108.374126,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cineam,0,-7.393874,108.374126,19.0,Cineam
-7.37662 108.36913,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cineam,0,-7.37662,108.36913,19.0,Cineam
-7.3767 108.36917,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cineam,0,-7.3767,108.36917,19.0,Cineam
-7.38258 108.37002,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cineam,0,-7.38258,108.37002,19.0,Cineam
-7.38256 108.37008,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cineam,0,-7.38256,108.37008,19.0,Cineam
-7.37824 108.35398,Baik,PJU Solar Cell,Tiang Tunggal,LED,Cineam,0,-7.37824,108.35398,19.0,Cineam
-7.37842 108.35414,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cineam,0,-7.37842,108.35414,19.0,Cineam
-7.37895 108.35709,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cineam,0,-7.37895,108.35709,19.0,Cineam
-7.39068 108.36038,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cineam,0,-7.39068,108.36038,19.0,Cineam
-7.389222 108.361194,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cineam,0,-7.389222,108.361194,19.0,Cineam
-7.3912 108.35614,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cineam,0,-7.3912,108.35614,19.0,Cineam
-7.39177 108.35596,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cineam,0,-7.39177,108.35596,19.0,Cineam
-7.38945 108.35751,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cineam,0,-7.38945,108.35751,19.0,Cineam
-7.38977 108.35742,Baik,PJU Solar Cell,Tiang Tunggal,LED,Cineam,0,-7.38977,108.35742,19.0,Cineam
-7.38981 108.3575,Baik,PJU Solar Cell,Tiang Tunggal,LED,Cineam,0,-7.38981,108.3575,19.0,Cineam
-7.38928 108.35817,Baik,PJU Solar Cell,Tiang Tunggal,LED,Cineam,0,-7.38928,108.35817,19.0,Cineam
-7.3871 108.35542,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cineam,0,-7.3871,108.35542,19.0,Cineam
-7.3887 108.35568,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cineam,0,-7.3887,108.35568,19.0,Cineam
-7.38751 108.3556,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cineam,0,-7.38751,108.3556,19.0,Cineam
-7.38883 108.35648,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cineam,0,-7.38883,108.35648,19.0,Cineam
-7.38885 108.35643,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Cineam,0,-7.38885,108.35643,19.0,Cineam
-7.636867 108.084698,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cipatujah,0,-7.636867,108.084698,0.0,Cipatujah
-7.640145 108.087458,Baik,PJU Solar Cell,Tiang Tunggal,LED,Cipatujah,0,-7.640145,108.087458,0.0,Cipatujah
-7.641244 108.087723,Baik,PJU Solar Cell,Tiang Tunggal,LED,Cipatujah,0,-7.641244,108.087723,0.0,Cipatujah
-7.648642 108.080151,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cipatujah,0,-7.648642,108.080151,0.0,Cipatujah
-7.647571 108.081625,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cipatujah,0,-7.647571,108.081625,0.0,Cipatujah
-7.6371994 108.0882242,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cipatujah,0,-7.6371994,108.0882242,0.0,Cipatujah
-7.6403922 108.0874577,Baik,PJU Solar Cell,Tiang Tunggal,LED,Cipatujah,0,-7.6403922,108.0874577,0.0,Cipatujah
-7.6632431 108.0777334,Baik,PJU Solar Cell,Tiang Tunggal,LED,Bantarkalong,0,-7.6632431,108.0777334,0.0,Cipatujah
-7.669641 108.061052,Baik,PJU Konvensional,Tiang Tunggal,LED,Cipatujah,0,-7.669641,108.061052,0.0,Cipatujah
-7.6641396 108.0771161,Baik,PJU Konvensional,Tiang Tunggal,SON T,Bantarkalong,0,-7.6641396,108.0771161,0.0,Cipatujah
-7.674749 108.059443,Baik,PJU Solar Cell,Tiang Tunggal,LED,Cipatujah,0,-7.674749,108.059443,0.0,Cipatujah
-7.6656721 108.0752865,Baik,PJU Konvensional,Tiang Tunggal,SON T,Bantarkalong,0,-7.6656721,108.0752865,0.0,Cipatujah
-7.6649883 108.0753120,Baik,PJU Solar Cell,Tiang Tunggal,LED,Bantarkalong,0,-7.6649883,108.075312,0.0,Cipatujah
-7.676445 108.053956,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cipatujah,0,-7.676445,108.053956,0.0,Cipatujah
-7.677162 108.053603,Baik,PJU Konvensional,Tiang Tunggal,SON T,Cipatujah,0,-7.677162,108.053603,0.0,Cipatujah
-7.6682635 108.0739387,Baik,PJU Konvensional,Tiang Tunggal,SON T,Bantarkalong,0,-7.6682635,108.0739387,0.0,Cipatujah
