Titik Koordinat,Kondisi,Jenis PJU,Jenis Tiang,Jenis Lampu,Kecamatan,Kondisi_Biner,Latitude,Longitude,index_right,Kecamatan_Final
-7.397506 108.05618,Baik,PJU Solar Cell,Tiang Tunggal,LED,Mangunreja,0,-7.397506,108.05618,24.0,Mangunreja
-7.368768 108.070929,Baik,PJU Solar Cell,Tiang Tunggal,LED,Mangunreja,0,-7.368768,108.070929,24.0,Mangunreja
-7.369995 108.070170,Baik,PJU Konvensional,Tiang Tunggal,SON T,Mangunreja,0,-7.369995,108.07017,24.0,Mangunreja
-7.3650964 108.1027872,Baik,PJU Solar Cell,Tiang Tunggal,LED,Mangunreja,0,-7.3650964,108.1027872,24.0,Mangunreja
-7.3655293 108.1043385,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Mangunreja,0,-7.3655293,108.1043385,24.0,Mangunreja
-7.3656317 108.1025569,Baik,PJU Konvensional,Tiang Stang,Mercury,Mangunreja,0,-7.3656317,108.1025569,24.0,Mangunreja
-7.3654548 108.0990097,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Mangunreja,0,-7.3654548,108.0990097,24.0,Mangunreja
-7.3652533 108.0984849,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Mangunreja,0,-7.3652533,108.0984849,24.0,Mangunreja
-7.3649544 108.0996960,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Mangunreja,0,-7.3649544,108.099696,24.0,Mangunreja
-7.3649873 108.1016275,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Mangunreja,0,-7.3649873,108.1016275,24.0,Mangunreja
-7.3673551 108.1017653,Baik,PJU Solar Cell,Tiang Stang,LED,Mangunreja,0,-7.3673551,108.1017653,24.0,Mangunreja
-7.3678110 108.1011417,Baik,PJU Konvensional,Tiang Stang,Mercury,Mangunreja,0,-7.367811,108.1011417,24.0,Mangunreja
-7.3683692 108.0997922,Baik,PJU Konvensional,Tiang Stang,Mercury,Mangunreja,0,-7.3683692,108.0997922,24.0,Mangunreja
-7.3684105 108.0996933,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Mangunreja,0,-7.3684105,108.0996933,24.0,Mangunreja
-7.3687470 108.0988769,Baik,PJU Konvensional,Tiang Stang,Mercury,Mangunreja,0,-7.368747,108.0988769,24.0,Mangunreja
-7.3696787 108.0971941,Baik,PJU Konvensional,Tiang Stang,Mercury,Mangunreja,0,-7.3696787,108.0971941,24.0,Mangunreja
-7.3722805 108.0796461,Rusak Berat,PJU Konvensional,Tiang Tunggal,Mercury,Mangunreja,1,-7.3722805,108.0796461,24.0,Mangunreja
-7.3724537 108.0810161,Rusak Berat,PJU Konvensional,Tiang Stang,Mercury,Mangunreja,1,-7.3724537,108.0810161,24.0,Mangunreja
-7.3724537 108.0810161,Rusak Berat,PJU Konvensional,Tiang Stang,Mercury,Mangunreja,1,-7.3724537,108.0810161,24.0,Mangunreja
-7.3724537 108.0810161,Rusak Berat,PJU Konvensional,Tiang Stang,Mercury,Mangunreja,1,-7.3724537,108.0810161,24.0,Mangunreja
-7.3721259 108.0842421,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Mangunreja,0,-7.3721259,108.0842421,24.0,Mangunreja
-7.3721259 108.0842421,Baik,PJU Konvensional,Tiang Stang,Mercury,Mangunreja,0,-7.3721259,108.0842421,24.0,Mangunreja
-7.370927 108.088675,Baik,PJU Konvensional,Tiang Tunggal,SON T,Mangunreja,0,-7.370927,108.088675,24.0,Mangunreja
-7.371357 108.086843,Baik,PJU Konvensional,Tiang Stang,SON T,Mangunreja,0,-7.371357,108.086843,24.0,Mangunreja
-7.371823 108.085125,Baik,PJU Konvensional,Tiang Tunggal,SON T,Mangunreja,0,-7.371823,108.085125,24.0,Mangunreja
-7.372082 108.084307,Baik,PJU Konvensional,Tiang Tunggal,SON T,Mangunreja,0,-7.372082,108.084307,24.0,Mangunreja
-7.372053 108.084515,Baik,PJU Solar Cell,Tiang Tunggal,LED,Mangunreja,0,-7.372053,108.084515,24.0,Mangunreja
-7.373316 108.069143,Baik,PJU Konvensional,Tiang Stang,SON T,Mangunreja,0,-7.373316,108.069143,24.0,Mangunreja
-7.372785 108.068565,Baik,PJU Konvensional,Tiang Tunggal,SON T,Mangunreja,0,-7.372785,108.068565,24.0,Mangunreja
-7.375615 108.057996,Baik,PJU Konvensional,Tiang Tunggal,SON T,Mangunreja,0,-7.375615,108.057996,24.0,Mangunreja
-7.375535 108.061282,Rusak Berat,PJU Konvensional,Tiang Tunggal,Mercury,Mangunreja,1,-7.375535,108.061282,24.0,Mangunreja
-7.3716202 108.1113354,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Mangunreja,0,-7.3716202,108.1113354,24.0,Mangunreja
-7.3768810 108.0975163,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Mangunreja,0,-7.376881,108.0975163,24.0,Mangunreja
-7.3768032 108.0989248,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Mangunreja,0,-7.3768032,108.0989248,24.0,Mangunreja
-7.3763201 108.0991190,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Mangunreja,0,-7.3763201,108.099119,24.0,Mangunreja
-7.3764930 108.0984541,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Mangunreja,0,-7.376493,108.0984541,24.0,Mangunreja
-7.3767610 108.0985064,Baik,PJU Konvensional,Tiang Tunggal,SON T,Mangunreja,0,-7.376761,108.0985064,24.0,Mangunreja
-7.3770809 108.0998002,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Mangunreja,0,-7.3770809,108.0998002,24.0,Mangunreja
-7.3770809 108.0998002,Baik,PJU Konvensional,Tiang Tunggal,LED,Mangunreja,0,-7.3770809,108.0998002,24.0,Mangunreja
-7.3673873 108.1093117,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Mangunreja,0,-7.3673873,108.1093117,24.0,Mangunreja
-7.3652965 108.0986053,Baik,PJU Konvensional,Tiang Stang,Mercury,Mangunreja,0,-7.3652965,108.0986053,24.0,Mangunreja
-7.3662828 108.0962859,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Mangunreja,0,-7.3662828,108.0962859,24.0,Mangunreja
-7.3684424 108.0994311,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Mangunreja,0,-7.3684424,108.0994311,24.0,Mangunreja
-7.3650072 108.0997154,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Mangunreja,0,-7.3650072,108.0997154,24.0,Mangunreja
-7.3628579 108.1016751,Baik,PJU Konvensional,Tiang Tunggal,LED,Mangunreja,0,-7.3628579,108.1016751,23.0,Singaparna
-7.376826 108.097386,Baik,PJU Konvensional,Tiang Stang,SON T,Mangunreja,0,-7.376826,108.097386,24.0,Mangunreja
-7.376354 108.098391,Baik,PJU Konvensional,Tiang Stang,SON T,Mangunreja,0,-7.376354,108.098391,24.0,Mangunreja
-7.376216 108.098969,Baik,PJU Konvensional,Tiang Tunggal,LED,Mangunreja,0,-7.376216,108.098969,24.0,Mangunreja
-7.376216 108.098969,Baik,PJU Solar Cell,Tiang Tunggal,LED,Mangunreja,0,-7.376216,108.098969,24.0,Mangunreja
-7.376639 108.096552,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Mangunreja,0,-7.376639,108.096552,24.0,Mangunreja
-7.372965 108.114155,Baik,PJU Konvensional,Tiang Tunggal,SON T,Mangunreja,0,-7.372965,108.114155,24.0,Mangunreja
-7.367471 108.115309,Baik,PJU Konvensional,Tiang Tunggal,SON T,Mangunreja,0,-7.367471,108.115309,24.0,Mangunreja
-7.366883 108.115438,Rusak Berat,PJU Konvensional,Tiang Tunggal,SON T,Mangunreja,1,-7.366883,108.115438,24.0,Mangunreja
-7.375780 108.058469,Baik,PJU Konvensional,Tiang Tunggal,SON T,Mangunreja,0,-7.37578,108.058469,24.0,Mangunreja
-7.373759 108.054253,Baik,PJU Konvensional,Tiang Tunggal,SON T,Mangunreja,0,-7.373759,108.054253,24.0,Mangunreja
-7.3707610 108.0481352,Baik,PJU Konvensional,Tiang Tunggal,SON T,Mangunreja,0,-7.370761,108.0481352,13.0,Salawu
-7.3709724 108.0525696,Baik,PJU Konvensional,Tiang Tunggal,SON T,Mangunreja,0,-7.3709724,108.0525696,13.0,Salawu
-7.3651725 108.1028285,Baik,PJU Konvensional,Tiang Tunggal,SON T,Mangunreja,0,-7.3651725,108.1028285,24.0,Mangunreja
-7.3734902 108.0705373,Baik,PJU Konvensional,Tiang Tunggal,SON T,Mangunreja,0,-7.3734902,108.0705373,24.0,Mangunreja
-7.3725558 108.0663806,Baik,PJU Konvensional,Tiang Stang,SON T,Mangunreja,0,-7.3725558,108.0663806,24.0,Mangunreja
-7.377042 108.117599,Baik,PJU Konvensional,Tiang Tunggal,SON T,Mangunreja,0,-7.377042,108.117599,24.0,Mangunreja
-7.377034 108.117596,Baik,PJU Konvensional,Tiang Tunggal,SON T,Mangunreja,0,-7.377034,108.117596,24.0,Mangunreja
-7.374110 108.119662,Baik,PJU Konvensional,Tiang Tunggal,SON T,Mangunreja,0,-7.37411,108.119662,24.0,Mangunreja
-7.366237 108.093202,Baik,PJU Konvensional,Tiang Tunggal,SON T,Mangunreja,0,-7.366237,108.093202,24.0,Mangunreja
-7.365598 108.093627,Baik,PJU Konvensional,Tiang Tunggal,SON T,Mangunreja,0,-7.365598,108.093627,24.0,Mangunreja
-7.365012 108.101487,Baik,PJU Konvensional,Tiang Tunggal,SON T,Mangunreja,0,-7.365012,108.101487,24.0,Mangunreja
-7.3818027 108.0787057,Baik,PJU Konvensional,Tiang Tunggal,LED,Mangunreja,0,-7.3818027,108.0787057,24.0,Mangunreja
-7.366281 108.096225,Baik,PJU Konvensional,Tiang Stang,SON T,Mangunreja,0,-7.366281,108.096225,24.0,Mangunreja
-7.385068 108.092933,Rusak Berat,PJU Konvensional,Tiang Tunggal,Mercury,Mangunreja,1,-7.385068,108.092933,24.0,Mangunreja
-7.385068 108.092933,Rusak Berat,PJU Konvensional,Tiang Tunggal,Mercury,Mangunreja,1,-7.385068,108.092933,24.0,Mangunreja
-7.373327 108.119670,Baik,PJU Konvensional,Tiang Tunggal,SON T,Mangunreja,0,-7.373327,108.11967,24.0,Mangunreja
-7.3772488 108.1008654,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Mangunreja,0,-7.3772488,108.1008654,24.0,Mangunreja
-7.3765395 108.0958420,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Mangunreja,0,-7.3765395,108.095842,24.0,Mangunreja
-7.3767666 108.0984337,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Mangunreja,0,-7.3767666,108.0984337,24.0,Mangunreja
-7.3762935 108.0949632,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Mangunreja,0,-7.3762935,108.0949632,24.0,Mangunreja
-7.3728970 108.0910636,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Mangunreja,0,-7.372897,108.0910636,24.0,Mangunreja
-7.3723756 108.0666086,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Mangunreja,0,-7.3723756,108.0666086,24.0,Mangunreja
-7.3799330 108.0521816,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Mangunreja,0,-7.379933,108.0521816,24.0,Mangunreja
-7.3840613 108.0617343,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Mangunreja,0,-7.3840613,108.0617343,24.0,Mangunreja
-7.3849863 108.0672644,Baik,PJU Solar Cell,Tiang Tunggal,LED,Mangunreja,0,-7.3849863,108.0672644,24.0,Mangunreja
-7.3681518 108.0994133,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Mangunreja,0,-7.3681518,108.0994133,24.0,Mangunreja
-7.3677258 108.1120908,Baik,PJU Konvensional,Tiang Tunggal,SON T,Mangunreja,0,-7.3677258,108.1120908,24.0,Mangunreja
-7.3717631 108.1203949,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Mangunreja,0,-7.3717631,108.1203949,24.0,Mangunreja
-7.3732727 108.1198038,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Mangunreja,0,-7.3732727,108.1198038,24.0,Mangunreja
-7.3997516 108.0451221,Baik,PJU Solar Cell,Tiang Tunggal,LED,Puspahiang,0,-7.3997516,108.0451221,13.0,Salawu
-7.407726 108.0504502,Baik,PJU Konvensional,Tiang Tunggal,SON T,Puspahiang,0,-7.407726,108.0504502,14.0,Puspahiang
-7.4069654 108.0501394,Baik,PJU Konvensional,Tiang Tunggal,SON T,Puspahiang,0,-7.4069654,108.0501394,14.0,Puspahiang
-7.4568735 107.9716907,Baik,PJU Solar Cell,Tiang Tunggal,LED,Puspahiang,0,-7.4568735,107.9716907,12.0,Taraju
-7.4052678 108.08732,Baik,PJU Solar Cell,Tiang Tunggal,LED,Puspahiang,0,-7.4052678,108.08732,14.0,Puspahiang
-7.499162 108.061990,Baik,PJU Solar Cell,Tiang Tunggal,LED,Puspahiang,0,-7.499162,108.06199,11.0,Sodonghilir
-7.4035826 108.0741301,Baik,PJU Solar Cell,Tiang Tunggal,LED,Puspahiang,0,-7.4035826,108.0741301,14.0,Puspahiang
-7.4178256 108.0493717,Baik,PJU Konvensional,Tiang Tunggal,SON T,Puspahiang,0,-7.4178256,108.0493717,14.0,Puspahiang
-7.4192489 108.0501378,Baik,PJU Konvensional,Tiang Tunggal,SON T,Puspahiang,0,-7.4192489,108.0501378,14.0,Puspahiang
-7.442305 108.058371,Baik,PJU Solar Cell,Tiang Tunggal,LED,Puspahiang,0,-7.442305,108.058371,14.0,Puspahiang
-7.4173010 108.0492118,Baik,PJU Konvensional,Tiang Tunggal,SON T,Puspahiang,0,-7.417301,108.0492118,14.0,Puspahiang
-7.4189005 108.0481493,Baik,PJU Konvensional,Tiang Tunggal,SON T,Puspahiang,0,-7.4189005,108.0481493,14.0,Puspahiang
-7.4165732 108.0702027,Baik,PJU Konvensional,Tiang Tunggal,SON T,Puspahiang,0,-7.4165732,108.0702027,14.0,Puspahiang
-7.4175407 108.0689032,Baik,PJU Solar Cell,Tiang Tunggal,LED,Puspahiang,0,-7.4175407,108.0689032,14.0,Puspahiang
-7.431647 108.082963,Baik,PJU Solar Cell,Tiang Tunggal,LED,Puspahiang,0,-7.431647,108.082963,14.0,Puspahiang
-7.4170134 108.0708807,Baik,PJU Solar Cell,Tiang Tunggal,LED,Puspahiang,0,-7.4170134,108.0708807,14.0,Puspahiang
-7.4162341 108.0701363,Baik,PJU Konvensional,Tiang Tunggal,SON T,Puspahiang,0,-7.4162341,108.0701363,14.0,Puspahiang
-7.432933 108.082248,Baik,PJU Solar Cell,Tiang Tunggal,LED,Puspahiang,0,-7.432933,108.082248,14.0,Puspahiang
-7.431869 108.084471,Baik,PJU Konvensional,Tiang Tunggal,SON T,Puspahiang,0,-7.431869,108.084471,14.0,Puspahiang
-7.432907 108.085511,Baik,PJU Konvensional,Tiang Tunggal,SON T,Puspahiang,0,-7.432907,108.085511,14.0,Puspahiang
-7.4185019 108.0811307,Baik,PJU Konvensional,Tiang Tunggal,SON T,Puspahiang,0,-7.4185019,108.0811307,14.0,Puspahiang
-7.429601 108.086183,Baik,PJU Konvensional,Tiang Tunggal,SON T,Puspahiang,0,-7.429601,108.086183,14.0,Puspahiang
